user_id,age,height_cm,current_weight_kg,daily_calories,protein_grams,workout_days_per_week,workout_minutes_per_day,sleep_hours,water_liters,goal_days,final_weight_kg
1285,22,162,58.7,2816,103,2,60,7.4,3.1,90,61
1286,36,163,72.3,2912,106,0,45,5.8,1.6,30,72.3
1287,40,153,83.3,3261,65,7,0,8.9,3.4,60,87.2
1288,41,194,86.8,1769,190,4,50,6.5,3.6,75,84.1
1289,37,181,65.9,2279,103,2,0,7.6,2.4,75,65.6
1290,43,179,97.5,3402,160,2,30,7.8,2.3,30,100.4
1291,38,174,104.4,2111,147,5,0,6.5,3.9,45,103.4
1292,29,163,53.4,3102,165,2,45,6,1.1,75,56
1293,53,167,61,3492,172,6,60,8.8,1.6,120,68
1294,24,154,102.3,3452,119,2,40,6.8,2.7,45,105.1
1295,18,169,84,2886,124,6,20,7.2,2.9,60,86.5
1296,26,173,80.2,3439,61,0,75,6.2,1.9,60,84.3
1297,38,190,100.2,3450,116,5,50,7.6,4.2,60,104.6
1298,54,164,88.4,2470,108,7,75,8.5,2.1,30,88
1299,27,189,66.3,3510,163,4,20,6.5,3.7,60,71.2
1300,41,153,75,2414,45,5,50,8.2,2.7,45,75.5
1301,38,181,104.2,2319,93,1,45,7.8,3.6,45,104.4
1302,50,168,62.1,3040,153,0,45,5.7,1.5,30,62.3
1303,44,155,69,2104,159,6,90,5.2,2.6,60,66.2
1304,35,179,63.7,3356,117,2,30,6,1.1,30,66.1
1305,53,180,69,2791,141,0,60,7.4,2.4,60,71.3
1306,20,191,64.1,1661,175,0,30,6.7,4.2,45,62
1307,51,160,101.6,2462,68,5,50,6,2.4,30,101.4
1308,52,153,77.9,3121,84,1,40,6.5,1.4,60,79.9
1309,21,191,87,1599,58,3,75,4.7,1.8,45,85.3
1310,26,182,66.2,3087,146,0,90,7.9,2.7,120,73
1311,44,185,51.9,2319,54,3,40,7.1,1,120,50.1
1312,41,182,99.2,2172,146,3,30,6.9,4.2,120,98.8
1313,35,185,69.3,3090,85,3,45,6,2.1,60,71.3
1314,36,178,49.6,3596,148,3,30,5,2.4,30,52.2
1315,31,162,91.3,2723,99,4,50,6.6,3.3,45,92.2
1316,34,163,77.1,2769,48,3,30,8.4,1.7,120,79.8
1317,38,179,104.1,2176,170,7,90,7.2,3.8,120,102
1318,33,154,83.1,1501,52,0,0,8.8,4.3,60,80.5
1319,54,160,53.5,3007,100,3,60,7.8,2.3,60,55.6
1320,19,169,91.9,1991,122,2,45,6.6,4.3,45,90.3
1321,19,180,58,1961,67,3,75,8.4,3,90,55.2
1322,19,194,80.1,1759,84,3,20,6.3,2.3,30,79
1323,47,176,58,1554,56,1,45,7.7,3.5,45,56.7
1324,19,192,63.5,2270,105,7,0,9,1.2,90,64.6
1325,45,185,102.3,3501,104,0,45,6.1,3.1,75,108.2
1326,52,160,69.3,3020,186,2,50,7.8,2.2,45,71.6
1327,41,179,104.1,2697,82,7,90,6.3,4.4,30,104.4
1328,26,171,100.7,3411,160,2,0,6,4.2,120,108.1
1329,39,184,84.1,2153,80,3,60,4.9,2.5,30,84.5
1330,52,152,77.6,1516,110,2,40,7.6,3.8,75,73.4
1331,41,185,101.4,3108,101,5,60,7.6,4.5,45,103.6
1332,47,159,95.6,2271,45,1,75,5.1,1.3,60,94.1
1333,43,169,95,1895,93,0,0,4.6,1.4,45,94.3
1334,22,154,62.4,1987,153,5,60,4.5,3.1,60,60.2
1335,31,169,72.4,3459,55,7,0,6.7,2.2,60,76.7
1336,42,184,91.9,3231,134,7,0,6.2,4.4,30,93.7
1337,52,155,52.7,1885,161,6,50,5.6,4.4,30,51.4
1338,53,195,96.7,2387,150,1,0,7.6,3.1,120,98.7
1339,50,178,51.9,2242,163,4,60,8.1,2.9,120,50.5
1340,55,157,87.8,3511,89,7,45,8.3,1.1,90,92.9
1341,25,193,56.8,1814,95,7,75,5.6,2.4,120,51.1
1342,29,174,50.5,2248,102,5,75,5.5,2.6,120,48.9
1343,25,156,57.4,2040,189,0,75,6.7,3.8,75,55.8
1344,51,194,69,1935,152,7,0,5.8,3,75,66.6
1345,23,166,98,2964,166,6,90,8.6,4.2,45,98.6
1346,28,155,80.5,2304,159,5,90,5.7,1.2,120,77.8
1347,44,157,79.9,2451,96,2,45,5.1,3.5,30,79.7
1348,50,150,54.4,2589,180,0,45,8.5,1.5,45,56.4
1349,31,162,85.9,3459,167,3,20,5.3,2.9,120,93.9
1350,22,159,86,3588,82,1,75,6.8,4.5,90,91.8
1351,44,190,68.6,2423,112,6,0,7.9,1.2,60,69.8
1352,19,162,86.3,3030,145,7,40,7.9,1.4,90,90.7
1353,50,176,84.8,2144,106,4,75,8,2.5,30,84.1
1354,53,155,88.2,2096,55,5,45,6.3,2.6,60,86.3
1355,52,188,66.6,2762,165,7,60,7.9,3.9,90,68.9
1356,54,158,74.8,1872,170,5,90,6.8,3.2,60,72.9
1357,35,168,81.9,2433,125,5,40,7,2.2,60,81.4
1358,39,183,86.5,2640,112,6,40,8,4.1,45,88
1359,36,162,87.2,2980,183,5,40,8.1,3,45,88.3
1360,36,190,62.1,2881,91,7,50,5.6,2.7,60,64
1361,47,184,67.5,2543,63,4,20,8.8,3.8,75,67.6
1362,30,166,100.9,3362,185,4,90,7.1,1.7,30,103.6
1363,49,188,54.2,3290,144,5,20,5.1,1.4,30,54.7
1364,22,167,54.1,2599,77,1,60,5.4,4.1,90,54.1
1365,25,171,103.7,2635,117,6,40,5.5,3.2,90,105
1366,53,172,95.9,2121,50,5,40,5.3,4.4,75,93.4
1367,19,160,53.2,2604,169,1,20,5.6,2.4,45,53.9
1368,28,161,100.3,2644,72,0,40,7.5,2.5,90,102.9
1369,46,163,61.2,1835,149,7,75,5.2,4.1,90,57.5
1370,19,184,91.6,2340,170,6,90,6,1.1,90,90.3
1371,46,188,59.7,2091,64,6,30,8,1.7,60,58.2
1372,35,165,88.8,2445,142,7,0,7.6,3,120,91
1373,46,195,93.6,3092,133,5,60,4.6,2.5,75,96.8
1374,23,177,62.5,2436,113,5,45,6.7,1.6,90,62.7
1375,51,162,96.2,3062,138,0,40,4.9,4.2,30,97.8
1376,53,153,62.3,2545,160,2,45,5.1,2.5,45,62.2
1377,37,160,77.7,2449,68,0,30,5.8,2.6,75,78.8
1378,33,151,94,2300,64,1,20,5.7,3.7,90,92.7
1379,47,185,91.4,2232,84,2,40,8,2.1,45,91.7
1380,50,151,76.6,1732,145,2,30,4.7,1.5,45,74.2
1381,41,186,92.6,3394,107,7,30,7.7,3.5,45,95.6
1382,20,154,104,2056,45,4,75,6.9,2.7,75,101.9
1383,43,183,74.6,2949,148,4,90,8.7,1.6,75,76.2
1384,20,163,52.2,3005,121,1,60,6.2,2,30,52.9
1385,30,151,60.3,2102,160,2,45,6.3,1.5,45,60.6
1386,34,181,70.8,3405,140,3,75,5.1,4.4,45,74.4
1387,24,168,69.3,2935,164,6,60,4.9,2,90,71.4
1388,20,180,51.9,2857,94,4,90,5.2,4.5,45,53.2
1389,53,167,51.4,3586,100,5,0,6.5,2.2,90,58
1390,38,168,69,2005,157,7,60,7.9,1.1,90,67.1
1391,54,182,51.8,2128,141,5,75,7.8,3.2,45,50.2
1392,30,155,83.2,2629,145,3,0,4.7,1,45,83.1
1393,54,162,71.8,2121,154,4,40,4.5,1.2,30,70.6
1394,48,154,60.5,2178,171,1,20,7.5,3.8,60,60.8
1395,41,180,102.5,2557,187,5,50,6.9,3.3,120,104.2
1396,35,188,92.4,2504,102,0,60,6.7,2.1,90,93
1397,43,153,102.3,2730,110,1,30,7,4,45,104.4
1398,33,179,99.6,1903,183,5,60,7.8,2.5,60,97.6
1399,33,160,83.5,1771,125,0,60,6.3,2.5,75,81.2
1400,19,171,101.4,1984,123,3,75,8.5,2.7,75,100.1
1401,43,177,96.4,2673,107,2,50,5.2,2.1,75,98.2
1402,24,155,52.7,1534,83,6,75,8.5,4.3,120,46.2
1403,21,150,74.9,1633,79,4,50,7.6,4.2,120,69.2
1404,54,155,50.3,2768,129,1,0,9,1.3,30,51.5
1405,30,160,99.1,3508,72,4,45,7.3,2.8,90,104.3
1406,22,179,82.6,2564,85,1,75,7.2,3.4,30,82.8
1407,39,192,57.3,3436,160,5,90,5.9,3.3,75,61
1408,33,169,86,2362,106,7,30,7.7,1.1,30,86
1409,25,159,54.1,3338,77,2,20,5.8,2.2,60,57.5
1410,48,177,71.4,2739,98,7,0,6.1,2.4,60,71.9
1411,20,166,70.2,3538,163,6,50,6.5,3.9,120,78.2
1412,45,192,65.9,2253,46,2,45,6.4,2.7,60,64.5
1413,26,165,77.2,3528,116,3,30,6.4,3.7,120,85.2
1414,39,189,69.3,1511,71,7,90,5.4,1.5,120,61.3
1415,50,167,78.3,2305,156,0,75,8.8,3.1,60,79.1
1416,47,152,64.2,1573,149,1,75,8.2,2.5,75,62.3
1417,54,164,100.6,2412,160,4,45,8.5,4,45,101.5
1418,55,166,70.5,1517,180,3,0,5.5,3.9,45,68.4
1419,45,153,102.6,2620,182,6,0,6.8,4.3,120,106.4
1420,21,181,104.4,2374,181,4,20,8.3,4.2,75,105.6
1421,39,161,79.1,2320,48,6,20,6,1.9,75,77.3
1422,26,166,57.6,2697,110,6,30,8.6,1.7,45,58.2
1423,36,169,104.9,1780,64,2,20,8.3,1,45,102.5
1424,35,161,54.5,3348,131,1,90,7.9,3.7,75,59.4
1425,48,192,83,1841,136,1,50,5.3,3.8,90,81.3
1426,19,189,93.8,1853,61,2,30,6,2.8,120,89.9
1427,48,190,68,2893,144,6,20,8.1,3.7,75,70.3
1428,30,189,84.3,1774,103,7,90,8,2.4,120,77.9
1429,20,152,73.8,1515,135,0,50,7.4,2.5,30,73.6
1430,47,155,55.6,1893,178,1,30,6.6,2.9,90,54.4
1431,39,157,83.6,1633,126,3,45,6.9,2.5,30,83.1
1432,21,169,85.9,2060,111,6,30,5.8,4,30,86.4
1433,41,154,76.4,2728,149,0,0,8.9,2.1,120,79.7
1434,26,183,82.4,1910,137,1,20,8.9,3.7,60,82.5
1435,29,186,60.1,1822,104,0,45,5.9,3.7,90,58.4
1436,23,195,79.3,2717,186,4,20,8.5,3.6,30,80
1437,44,155,85.5,2602,58,2,20,4.9,4.3,30,85
1438,48,152,74.7,2979,148,1,45,5.2,4.3,45,75.6
1439,28,161,85,1925,49,7,40,7.8,1.4,120,81.9
1440,50,165,104.4,1521,178,4,40,6.7,1.8,75,100.3
1441,42,162,95,2698,133,2,60,8.9,2.4,90,97
1442,33,189,96.8,2010,152,4,75,4.5,1.4,90,93.2
1443,34,194,55.3,2255,75,3,30,7.7,1.8,45,55.6
1444,22,193,70.5,2393,115,1,0,7.4,3.5,120,70.5
1445,24,171,59.8,2091,82,1,50,6,2.4,120,57.7
1446,35,178,85.8,2097,97,6,50,5.3,3.3,120,81.9
1447,49,167,72.9,2532,45,6,75,5.2,3.7,30,73.2
1448,51,168,59.6,1952,118,2,45,5.8,2.5,30,58.8
1449,51,154,81.4,2924,122,3,75,5.4,4,75,84.4
1450,35,160,75.4,3294,79,0,40,7.4,2.3,90,80.7
1451,27,157,63.3,3018,178,4,20,5.7,3.3,60,66.4
1452,19,154,80.3,1938,106,4,45,8.1,3.7,120,78.5
1453,54,183,100.5,3535,180,0,30,8.8,2.1,120,108.5
1454,44,186,67.5,3470,94,2,20,7.8,3.5,75,72.2
1455,35,187,59.4,3146,189,5,20,6.2,3.2,45,61.3
1456,39,172,74.9,2487,181,5,75,5.5,4.4,30,75.4
1457,24,186,99.1,2447,150,0,40,6.6,2.9,120,99.6
1458,53,178,89,2404,99,3,50,4.9,1.9,90,88.3
1459,35,191,81.6,3342,98,1,50,8.7,3.1,30,84.3
1460,52,190,101.5,2487,56,7,45,6.9,3.3,120,101.6
1461,49,163,93.4,2854,70,1,90,7.1,4.2,60,94.1
1462,40,172,90.9,2172,51,1,0,7.5,1.7,45,89.9
1463,20,161,59.2,2356,95,2,45,6.6,3.3,45,59.5
1464,20,157,89.4,2336,138,4,60,5.2,1.2,45,88.8
1465,18,160,69.3,2217,152,1,20,7.9,1.7,45,69.1
1466,45,164,87.9,2180,113,5,75,5.2,4.5,90,86.1
1467,31,178,72.2,3323,116,5,45,7.2,4.2,30,73.3
1468,36,174,92,3404,68,1,30,8.6,1.8,120,100
1469,25,185,75.3,2053,58,2,90,8.4,3.8,45,75.4
1470,50,188,79,1803,106,1,50,6.9,1.3,60,76.7
1471,26,161,50.5,3509,97,2,40,7.6,1.3,45,53.8
1472,22,177,89.1,1828,127,7,30,7.6,4.5,60,86.4
1473,18,151,92.2,1599,52,1,50,5.2,3.6,120,86.3
1474,23,194,58.9,1902,157,5,0,8,3.6,90,56.6
1475,27,172,65.8,1971,174,4,45,5.7,1.3,45,64.9
1476,54,184,75.2,3511,178,1,30,5.3,3.7,90,82
1477,20,170,69.6,1665,174,6,75,4.6,3.1,30,68.3
1478,33,174,67.7,2898,67,5,90,5.7,1.5,75,68.6
1479,33,176,56.5,2603,175,3,50,6.2,1.2,60,58.1
1480,54,174,89.6,1661,165,0,60,5.4,2.4,90,86.4
1481,40,151,92,2256,77,1,0,5.7,1.2,30,92.5
1482,34,183,55.1,1520,111,4,30,7,2.7,45,53
1483,42,195,91.5,1762,147,4,40,5.2,1.2,120,86.5
1484,36,160,77.7,2759,149,4,30,4.6,4.1,120,79.3
1485,51,177,60.2,2768,109,1,75,8.4,3.9,60,63.1
1486,42,160,68.2,3030,119,0,30,6.3,1.8,120,73
1487,52,193,58.7,2285,50,1,75,6.2,2.4,60,58.9
1488,50,186,102.7,3569,50,3,20,6.2,2.9,90,108.8
1489,35,171,89.4,2049,164,0,50,4.7,3.4,30,90.1
1490,36,165,59.7,2385,98,5,40,8.2,1.9,60,60.6
1491,25,175,89.5,2079,71,1,20,7.7,2.6,75,89
1492,25,184,50.8,2313,106,1,40,6.7,1.5,120,50.3
1493,32,152,98.3,1642,64,1,90,6.7,4.4,75,94.2
1494,50,176,92.4,1534,47,2,40,8.2,4.5,30,91.3
1495,39,176,54.4,2023,179,0,40,7.6,2.2,120,53.9
1496,34,168,94.9,1990,151,0,40,6.3,3.1,60,93.2
1497,21,154,65.7,1790,76,4,20,6.9,1.8,75,63.1
1498,39,151,81.4,3168,94,2,30,8.7,3.1,90,85.5
1499,33,178,63.7,2883,152,1,20,5.6,1.1,120,68.4
1500,36,158,77.6,3168,55,5,0,8,2.2,75,82.4
